Period,Plant_Code,Volume,AvailableHours,LeadTimeDays
2022-W09,PL-016,1189,2204,55
2022-W10,PL-016,1515,3466,55
2022-W11,PL-016,2568,2218,54
2022-W12,PL-016,2711,2838,59
2022-W13,PL-016,1587,2471,54
2022-W14,PL-016,2179,2762,26
2022-W15,PL-016,663,3549,29
2022-W16,PL-016,601,2199,49
2022-W17,PL-016,520,2712,30
2022-W18,PL-016,1929,3779,32
2022-W19,PL-016,2350,2549,16
2022-W20,PL-016,1709,3968,59
2022-W21,PL-016,2486,3432,8
2022-W22,PL-016,1995,2652,48
2022-W23,PL-016,2085,3222,52
2022-W24,PL-016,1764,2166,17
2022-W25,PL-016,1088,3163,58
2022-W26,PL-016,1143,2813,23
2022-W27,PL-016,1310,2927,23
2022-W28,PL-016,1309,2838,22
2022-W29,PL-016,1167,3668,56
2022-W30,PL-016,2733,2518,48
2022-W31,PL-016,1285,3837,40
2022-W32,PL-016,1023,2567,18
2022-W33,PL-016,2386,2962,16
2022-W34,PL-016,2059,2223,7
2022-W35,PL-016,682,2233,45
2022-W36,PL-016,2908,3879,38
2022-W37,PL-016,2265,3252,39
2022-W38,PL-016,2588,3745,50
2022-W39,PL-016,1397,2714,32
2022-W40,PL-016,974,2947,15
2022-W41,PL-016,1311,3947,9
2022-W42,PL-016,2640,2201,47
2022-W43,PL-016,1040,2497,43
2022-W44,PL-016,584,3266,50
2022-W45,PL-016,1547,2583,44
2022-W46,PL-016,2378,3338,54
2022-W47,PL-016,1778,3674,33
2022-W48,PL-016,2383,3534,50
2022-W49,PL-016,666,2143,51
2022-W50,PL-016,2008,2976,54
2022-W51,PL-016,2785,2806,44
2022-W52,PL-016,740,3683,32
2023-W01,PL-016,1500,3254,39
2023-W02,PL-016,796,3919,5
2023-W03,PL-016,2802,2794,12
2023-W04,PL-016,2847,2384,36
2023-W05,PL-016,619,3528,40
2023-W06,PL-016,1420,2591,14
2023-W07,PL-016,806,2406,16
2023-W08,PL-016,2562,3308,41
2023-W09,PL-016,1853,3810,44
2023-W10,PL-016,993,2638,30
2023-W11,PL-016,2051,2192,45
2023-W12,PL-016,2311,2122,42
2023-W13,PL-016,1865,3351,15
2023-W14,PL-016,2922,3029,40
2023-W15,PL-016,2720,3899,5
2023-W16,PL-016,2899,3408,11
2023-W17,PL-016,1750,2908,57
2023-W18,PL-016,1225,2065,47
2023-W19,PL-016,1722,3306,26
2023-W20,PL-016,1372,2723,22
2023-W21,PL-016,1598,2385,22
2023-W22,PL-016,923,3495,50
2023-W23,PL-016,990,2909,44
2023-W24,PL-016,1824,3883,9
2023-W25,PL-016,2150,2032,35
2023-W26,PL-016,1444,2017,9
2023-W27,PL-016,688,2331,36
2023-W28,PL-016,1125,3741,20
2023-W29,PL-016,1509,3222,26
2023-W30,PL-016,2887,2590,27
2023-W31,PL-016,2878,3368,43
2023-W32,PL-016,2014,2582,46
2023-W33,PL-016,2830,3081,20
2023-W34,PL-016,2915,2230,46
2023-W35,PL-016,2167,2053,20
2023-W36,PL-016,1775,3581,17
2023-W37,PL-016,766,3962,43
2023-W38,PL-016,1911,2359,40
2023-W39,PL-016,1414,3947,28
2023-W40,PL-016,2277,3173,15
2023-W41,PL-016,2941,2059,12
2023-W42,PL-016,877,2471,15
2023-W43,PL-016,2155,2739,59
2023-W44,PL-016,1790,3557,41
2023-W45,PL-016,1547,3204,25
2023-W46,PL-016,2260,2339,51
2023-W47,PL-016,1387,3722,48
2023-W48,PL-016,1858,3024,55
2023-W49,PL-016,831,2759,41
2023-W50,PL-016,647,3067,56
2023-W51,PL-016,828,3718,55
2023-W52,PL-016,953,2993,39
2024-W01,PL-016,1423,3182,28
2024-W02,PL-016,1589,2802,31
2024-W03,PL-016,658,3790,52
2024-W04,PL-016,2751,2795,40
2024-W05,PL-016,860,2158,51
2024-W06,PL-016,2713,2601,6
2024-W07,PL-016,1504,2316,13
2024-W08,PL-016,2727,3079,47
2024-W09,PL-016,1546,3461,16
2024-W10,PL-016,2215,2979,19
2024-W11,PL-016,1356,2308,27
2024-W12,PL-016,2877,3179,29
2024-W13,PL-016,2472,2548,13
2024-W14,PL-016,542,3102,36
2024-W15,PL-016,2695,3842,51
2024-W16,PL-016,1526,2333,39
2024-W17,PL-016,1922,3483,49
2024-W18,PL-016,771,3643,57
2024-W19,PL-016,2368,3844,48
2024-W20,PL-016,1411,2999,60
2024-W21,PL-016,2244,2841,34
2024-W22,PL-016,642,3664,56
2024-W23,PL-016,1883,3075,55
2024-W24,PL-016,2634,3594,33
2024-W25,PL-016,554,3549,37
2024-W26,PL-016,2691,2416,53
2024-W27,PL-016,528,2078,17
2024-W28,PL-016,2590,2179,43
2024-W29,PL-016,1063,2114,32
2020-W02,PL-017,1517,2939,58
2020-W03,PL-017,1134,2499,35
2020-W04,PL-017,1101,3347,25
2020-W05,PL-017,2574,2431,35
2020-W06,PL-017,1211,2866,56
2020-W07,PL-017,1066,3841,31
2020-W08,PL-017,2820,3526,12
2020-W09,PL-017,916,2859,55
2020-W10,PL-017,1889,2120,55
2020-W11,PL-017,2884,2627,30
2020-W12,PL-017,853,2329,14
2020-W13,PL-017,2027,3607,15
2020-W14,PL-017,1333,2843,41
2020-W15,PL-017,1261,2764,14
2020-W16,PL-017,516,3640,37
2020-W17,PL-017,1818,3124,48
2020-W18,PL-017,2171,2633,23
2020-W19,PL-017,1250,2915,6
2020-W20,PL-017,764,2921,57
2020-W21,PL-017,2870,3365,34
2020-W22,PL-017,1689,2519,43
2020-W23,PL-017,2533,3320,38
2020-W24,PL-017,837,3509,39
2020-W25,PL-017,2633,2958,8
2020-W26,PL-017,798,2744,24
2020-W27,PL-017,1038,2091,23
2020-W28,PL-017,1378,2546,12
2020-W29,PL-017,678,3728,31
2020-W30,PL-017,2157,2859,19
2020-W31,PL-017,1129,3505,6
2020-W32,PL-017,2926,3645,27
2020-W33,PL-017,1199,3608,54
2020-W34,PL-017,1658,2940,33
2020-W35,PL-017,2380,3629,8
2020-W36,PL-017,1326,2571,33
2020-W37,PL-017,991,3568,51
2020-W38,PL-017,552,3507,43
2020-W39,PL-017,1085,2190,23
2020-W40,PL-017,905,2814,18
2020-W41,PL-017,1943,3979,21
2020-W42,PL-017,2688,3323,27
2020-W43,PL-017,2731,3740,22
2020-W44,PL-017,2941,2787,52
2020-W45,PL-017,2431,2128,23
2020-W46,PL-017,2762,2093,24
2020-W47,PL-017,1915,2127,32
2020-W48,PL-017,2439,3210,58
2020-W49,PL-017,2956,2594,51
2020-W50,PL-017,1568,3478,49
2020-W51,PL-017,802,3666,25
2020-W52,PL-017,1623,2188,47
2020-W53,PL-017,1208,2306,11
2021-W01,PL-017,675,3458,33
2021-W02,PL-017,1179,2351,29
2021-W03,PL-017,2803,3211,31
2021-W04,PL-017,1376,2664,10
2021-W05,PL-017,872,3271,49
2021-W06,PL-017,2388,2258,24
2021-W07,PL-017,524,3007,42
2021-W08,PL-017,2034,3518,38
2021-W09,PL-017,1121,3431,56
2021-W10,PL-017,2974,2215,18
2021-W11,PL-017,2398,2408,21
2021-W12,PL-017,1226,3377,48
2021-W13,PL-017,2064,3282,32
2021-W14,PL-017,699,3691,35
2021-W15,PL-017,1964,2723,16
2021-W16,PL-017,1429,3229,24
2021-W17,PL-017,526,2123,7
2021-W18,PL-017,1824,2649,41
2021-W19,PL-017,880,2216,28
2021-W20,PL-017,1019,2808,52
2021-W21,PL-017,537,3164,59
2021-W22,PL-017,1111,2796,31
2021-W23,PL-017,554,2305,28
2021-W24,PL-017,2892,2099,53
2021-W25,PL-017,2613,3597,24
2021-W26,PL-017,2074,2955,16
2021-W27,PL-017,2636,2273,20
2021-W28,PL-017,806,2670,35
2021-W29,PL-017,2580,3503,10
2021-W30,PL-017,2978,3153,25
2021-W31,PL-017,981,2150,34
2021-W32,PL-017,847,3251,44
2021-W33,PL-017,2794,3612,31
2021-W34,PL-017,1293,2253,60
2021-W35,PL-017,2080,2856,14
2021-W36,PL-017,2920,3615,50
2021-W37,PL-017,916,2724,59
2021-W38,PL-017,2778,3375,42
2021-W39,PL-017,1165,2380,52
2021-W40,PL-017,2351,2303,8
2021-W41,PL-017,2062,3502,6
2021-W42,PL-017,2455,3655,33
2021-W43,PL-017,1491,3722,29
2021-W44,PL-017,1611,3743,37
2021-W45,PL-017,2696,3310,57
2021-W46,PL-017,1853,3991,52
2021-W47,PL-017,1047,3394,24
2021-W48,PL-017,1733,2064,39
2021-W49,PL-017,1498,3064,18
2021-W50,PL-017,2179,3856,41
2021-W51,PL-017,2992,2746,20
2021-W52,PL-017,2848,3873,59
2022-W01,PL-017,2754,2871,42
2022-W02,PL-017,1436,3239,48
2022-W03,PL-017,1328,3282,26
2022-W04,PL-017,893,3916,59
2022-W05,PL-017,2253,2386,39
2022-W06,PL-017,1171,3823,17
2022-W07,PL-017,1532,3371,18
2022-W08,PL-017,2051,3816,14
2022-W09,PL-017,2816,2985,38
2022-W10,PL-017,852,3258,58
2022-W11,PL-017,661,3554,27
2022-W12,PL-017,2628,2613,45
2022-W13,PL-017,2782,2737,40
2022-W14,PL-017,2387,2888,33
2022-W15,PL-017,1117,2884,25
2022-W16,PL-017,2925,3310,35
2022-W17,PL-017,1442,3773,20
2022-W18,PL-017,595,3626,30
2022-W19,PL-017,771,3222,14
2022-W20,PL-017,539,2002,45
2022-W21,PL-017,929,3888,42
2022-W22,PL-017,565,3976,53
2022-W23,PL-017,1060,2346,33
2022-W24,PL-017,2949,3521,35
2022-W25,PL-017,1917,3167,59
2022-W26,PL-017,2761,3099,22
2022-W27,PL-017,1423,3029,34
2022-W28,PL-017,2955,3915,36
2022-W29,PL-017,2283,2367,44
2022-W30,PL-017,2058,2060,40
2022-W31,PL-017,1481,2458,18
2022-W32,PL-017,1765,2474,10
2022-W33,PL-017,785,2583,48
2022-W34,PL-017,2771,2845,25
2022-W35,PL-017,1969,3555,6
2022-W36,PL-017,2456,3270,55
2022-W37,PL-017,611,2863,56
2022-W38,PL-017,2481,2949,8
2022-W39,PL-017,1488,2783,55
2022-W40,PL-017,1396,3767,29
2022-W41,PL-017,779,2557,8
2022-W42,PL-017,2910,3185,22
2022-W43,PL-017,2502,3763,42
2022-W44,PL-017,1121,3359,55
2022-W45,PL-017,2623,3508,8
2022-W46,PL-017,1741,3151,9
2022-W47,PL-017,2913,3722,15
2022-W48,PL-017,2202,3725,10
2022-W49,PL-017,2703,2844,25
2022-W50,PL-017,921,2694,8
2022-W51,PL-017,1421,3223,42
2022-W52,PL-017,2728,2494,54
2023-W01,PL-017,1743,2447,33
2023-W02,PL-017,963,3949,16
2023-W03,PL-017,1346,2622,17
2023-W04,PL-017,1381,3945,9
2023-W05,PL-017,1314,3341,29
2023-W06,PL-017,1855,3535,50
2023-W07,PL-017,1782,2200,55
2023-W08,PL-017,1827,3278,57
2023-W09,PL-017,1479,2948,51
2023-W10,PL-017,2765,2473,38
2023-W11,PL-017,2135,2928,60
2023-W12,PL-017,2235,2173,34
2023-W13,PL-017,2963,3251,49
2023-W14,PL-017,2794,2290,55
2023-W15,PL-017,2546,3716,19
2023-W16,PL-017,2378,2387,19
2023-W17,PL-017,1830,2225,46
2023-W18,PL-017,1498,3687,22
2023-W19,PL-017,1345,3825,37
2023-W20,PL-017,1381,3451,57
2023-W21,PL-017,2647,2789,60
2023-W22,PL-017,1319,2499,42
2023-W23,PL-017,1346,2245,57
2023-W24,PL-017,2966,2779,52
2023-W25,PL-017,2869,3411,14
2023-W26,PL-017,1466,2218,9
2023-W27,PL-017,714,2486,7
2023-W28,PL-017,1501,2115,10
2023-W29,PL-017,1013,2009,56
2023-W30,PL-017,661,3912,6
2023-W31,PL-017,1001,3762,29
2023-W32,PL-017,1633,3844,13
2023-W33,PL-017,1967,3893,22
2023-W34,PL-017,2267,3483,58
2023-W35,PL-017,2512,3646,57
2023-W36,PL-017,2960,3216,40
2023-W37,PL-017,2314,2084,15
2023-W38,PL-017,1739,3689,59
2023-W39,PL-017,1505,2953,23
2023-W40,PL-017,2785,2452,35
2023-W41,PL-017,2704,2675,46
2023-W42,PL-017,1376,3900,19
2023-W43,PL-017,861,2499,13
2023-W44,PL-017,1075,3225,52
2023-W45,PL-017,1410,2122,34
